Format Version,1.23,Take Name,2020-03-07_Ard_her_20-317L_4jts_6fthr_ROM_001,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2020-03-17 12.49.24.387 PM,Total Frames in Take,2032,Total Exported Frames,2032,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
7,0.233333,108.452614,210.896133,-6.134758,99.965126,209.398560,-14.157337,8.675460,409.866058,230.981232,-110.669540,498.181366,217.779770,-131.069916,520.921021,222.729050,421.623474,163.409393,-194.358856,456.685272,225.328964,-150.393539,327.963898,341.816681,74.937691,184.075714,568.668823,235.325333,38.429501,272.937103,60.120697,20.272133,270.770996,49.056587
8,0.266667,108.579643,211.812149,-6.478897,100.088554,210.379242,-14.573273,8.822614,409.931976,231.092239,-110.720245,497.796600,217.902191,-131.212280,520.690430,222.658295,421.919708,166.542374,-194.799850,456.827057,228.244415,-150.317947,327.332336,343.590912,75.182999,184.116302,568.951599,235.907562,38.347565,273.455231,59.831482,20.181307,271.329742,48.789227
9,0.300000,108.539391,212.527115,-6.834528,100.071617,211.032623,-14.898189,9.011893,410.074768,231.112976,-110.646530,497.755859,217.901276,-131.198746,520.355652,222.880661,422.169220,169.201263,-194.893188,457.008514,230.536972,-149.914001,327.446106,343.828735,75.256668,184.593918,568.631165,236.589432,38.244305,274.037659,59.404099,20.079140,271.754486,48.560085
10,0.333333,108.516853,212.969925,-6.951107,100.074554,211.503418,-15.025342,9.456962,410.063171,231.388092,-110.397453,497.621368,217.634521,-130.944733,520.064270,222.739319,422.076630,168.653702,-195.187561,456.855865,230.341949,-150.515015,327.030060,344.979431,75.262474,184.967819,568.753235,236.629959,38.191227,274.265442,59.437126,20.019033,272.219360,48.411156
11,0.366667,108.414543,213.584885,-7.114014,99.984650,212.111649,-15.213012,9.879290,410.177185,231.455902,-109.977852,497.771088,217.117874,-130.746567,520.060669,222.206589,423.036224,169.487183,-193.724106,457.307861,231.436630,-149.293427,326.747986,345.445465,75.423721,186.075150,568.222046,237.264160,37.979282,274.605804,59.162338,19.746189,272.560638,48.274422
12,0.400000,108.341957,213.805252,-6.909430,99.905113,212.390259,-15.075532,9.753734,410.356262,231.598999,-110.069199,498.071747,216.940811,-130.784332,520.288208,222.240036,422.806854,171.304382,-193.732483,457.377625,232.742630,-148.421631,326.282043,346.106720,76.312546,186.291641,568.233948,237.744324,37.612961,274.621796,59.331657,19.496922,272.815308,48.260448
13,0.433333,108.298157,213.943939,-6.642893,99.938118,212.668579,-14.859552,10.016994,410.878723,231.321762,-109.954506,498.232025,216.487183,-130.732803,520.373047,221.585220,423.580505,170.700592,-192.384857,457.799774,232.581009,-147.543991,326.016541,346.704437,76.564102,185.818314,569.337830,236.972336,37.450890,274.857330,59.242245,19.316877,272.996429,48.243698
14,0.466667,108.355843,214.513321,-6.592478,99.843422,212.682037,-14.520076,10.573850,411.087830,231.365768,-109.755890,497.779022,216.037796,-130.572647,520.076172,220.883316,423.865051,171.801971,-191.888351,458.007050,233.186310,-146.984863,325.544830,347.968628,76.170937,186.796600,569.244385,236.325745,37.307247,275.107849,59.160885,19.088655,273.083710,48.342888
15,0.500000,108.339523,214.235443,-6.231112,99.936745,212.628769,-14.311127,11.074479,411.164703,231.502823,-109.338211,497.682404,215.788315,-130.150864,520.144958,220.419724,424.142365,173.502121,-191.643295,457.493469,235.532608,-147.244186,325.277679,348.717377,75.687485,187.205734,569.449890,235.960007,37.345806,275.073914,59.305004,19.091228,273.070343,48.433952
16,0.533333,108.412186,214.586426,-6.033207,100.019661,212.979446,-14.139490,11.583474,411.273254,231.706940,-108.873726,497.807770,215.537964,-129.783081,519.970764,220.314774,424.003876,172.744217,-191.684906,458.214783,234.097382,-146.401321,325.293091,348.709442,77.206551,188.030777,568.984985,236.481659,37.245064,275.348877,59.313469,18.945160,273.290710,48.554657
17,0.566667,108.647263,215.387436,-5.239830,100.317108,213.756790,-13.399008,12.275427,411.431488,232.319748,-108.612602,497.059509,215.228348,-129.539719,519.286865,219.543808,425.856323,174.565994,-188.505219,458.796844,236.975357,-144.054047,324.013489,351.579803,77.788956,189.158981,568.958740,237.064835,36.940636,275.756042,59.530499,18.597891,273.756531,48.805477
18,0.600000,108.926048,216.525223,-4.249846,100.639061,214.784302,-12.486447,12.960969,411.513641,233.035156,-108.082222,496.694763,214.195023,-129.294937,518.733582,218.399155,428.068329,179.843735,-184.479309,460.234833,241.910248,-139.140091,322.413116,354.611359,80.585457,190.117599,568.491943,239.018921,36.268524,276.161255,59.794819,17.944172,274.200470,49.131477
19,0.633333,108.996353,218.393906,-3.180118,100.766434,216.613495,-11.632419,13.782981,411.977173,233.829224,-107.674210,495.888794,213.314758,-129.066956,517.975159,217.046494,431.044678,183.838226,-178.840179,461.895294,245.873825,-133.785217,320.565552,357.797882,83.960808,191.883087,568.020813,241.565231,35.322754,277.005280,60.056046,16.970535,275.173462,49.393669
20,0.666667,108.784088,220.409042,-2.009441,100.817863,218.608124,-10.508682,15.093986,412.396576,234.903259,-106.934258,495.077820,211.893341,-128.557587,516.804382,215.266525,433.399109,188.949844,-173.709579,462.889862,251.603455,-128.641510,317.709198,362.929535,86.650879,193.221985,568.098999,244.617462,34.256969,278.072601,60.370415,15.803157,276.297913,49.916294
21,0.700000,108.522896,222.449554,-1.142046,100.534027,220.270615,-9.554290,16.189905,412.356262,236.101913,-106.085876,494.225586,211.173508,-127.989052,515.763611,214.239426,435.324005,196.469284,-168.885056,463.704803,258.281067,-123.262474,314.834137,367.688690,89.185242,195.201935,567.263611,247.808456,33.058002,279.308289,60.288986,14.543380,277.658234,49.886295
22,0.733333,108.033470,223.565811,-0.516864,100.189049,221.675766,-9.266724,16.979282,412.548187,236.440948,-105.465271,493.785339,210.570526,-127.234818,515.656799,212.969147,437.894012,200.850342,-163.076721,463.768768,263.374023,-119.572823,313.203369,370.153809,89.596512,197.076477,565.952393,251.255966,32.075878,280.096954,60.052948,13.489491,278.466125,49.828117
23,0.766667,107.474892,224.950439,-0.443249,99.623009,222.513290,-8.826087,18.010706,412.380920,237.010651,-104.640320,492.782562,209.278503,-126.607986,514.527649,211.381393,437.815582,201.972931,-161.757965,463.976440,264.138184,-117.154091,310.945313,372.726044,91.905403,198.452774,565.295898,252.479828,31.082338,280.832153,59.661430,12.409135,279.185577,49.674553
24,0.800000,106.659447,225.201416,-0.312317,98.968048,223.159561,-9.052600,19.098860,412.180359,236.867294,-103.635406,491.857330,207.699417,-125.914154,512.990356,210.068893,438.950165,203.582733,-158.102890,464.045837,265.796234,-114.456551,309.443451,374.288055,91.356773,200.175919,564.132874,253.222382,30.027487,280.909668,59.381016,11.390975,279.699158,49.132797
25,0.833333,105.987923,225.457336,-0.643332,98.222580,223.067795,-9.202019,20.008343,411.444550,236.704727,-102.763748,490.527557,206.636383,-124.978325,512.006409,208.347778,438.476318,204.468872,-157.864639,463.252106,266.881195,-114.342049,307.972656,375.035797,91.343323,201.541733,562.587341,253.450577,29.079250,280.736450,58.702320,10.323668,279.522644,48.701046
26,0.866667,105.115944,225.892487,-0.340220,97.497215,223.694870,-9.103924,21.277191,410.727570,236.998703,-101.803940,488.835632,205.210495,-124.130211,510.277222,206.622055,437.500305,205.849152,-157.887329,462.739166,267.351715,-113.181015,305.881409,376.694336,92.434822,203.800171,560.737061,253.514206,27.825045,280.748169,58.410854,8.992640,279.591827,48.527962
27,0.900000,104.201111,226.466019,0.241884,96.683212,224.122849,-8.546970,22.232988,410.218536,237.044189,-101.114449,487.479401,204.260193,-123.610199,508.574127,205.596786,439.070404,209.537750,-152.463013,462.512573,271.973328,-108.772659,302.544128,380.003326,93.021996,205.728043,559.130676,255.412338,26.225428,280.684875,58.060200,7.312788,279.410614,48.491673
28,0.933333,103.245102,226.598816,0.676646,95.762077,224.258911,-8.183154,22.909679,409.284210,237.252823,-100.284576,486.327087,203.299911,-122.736237,507.539856,204.199600,440.608185,215.168640,-146.663574,462.327606,277.110809,-103.417725,300.659912,380.593597,94.678825,206.183868,558.326782,255.483749,24.807846,280.428894,57.650635,5.830332,279.250427,48.242649
29,0.966667,102.332321,227.456360,1.645163,94.939392,224.942932,-7.283011,23.833462,408.895355,237.678772,-99.709656,484.531464,201.987167,-122.339005,505.589600,202.447601,439.901154,216.217850,-145.637344,461.666626,277.582123,-101.959770,297.870880,382.606476,97.297615,208.608276,555.989258,256.791840,23.115604,280.171295,58.078804,4.117763,279.307983,48.592148
30,1.000000,101.403564,228.142624,2.458964,94.114716,225.623871,-6.613970,24.352636,408.737061,237.711517,-99.501198,483.367462,200.788788,-122.431564,503.958221,201.338272,441.056824,220.746170,-140.271118,460.917297,283.528259,-97.420906,294.336975,386.091370,98.376007,209.419586,555.275208,258.778595,21.582901,280.153656,58.077408,2.470335,279.123810,48.881016
31,1.033333,100.560555,228.951370,2.860818,93.273476,226.347046,-6.310222,24.679844,408.281311,237.936951,-99.162933,482.460663,200.107147,-122.080986,502.933014,200.466690,441.614838,226.628922,-135.730881,460.327911,287.492065,-93.824516,292.850311,386.859375,99.121048,208.858139,555.786499,258.577362,20.149309,280.107208,57.976734,0.996566,279.148499,48.841385
32,1.066667,99.685104,229.799316,3.641575,92.450897,227.036896,-5.452224,25.466162,408.238281,238.281570,-98.803627,481.234802,199.095627,-121.803490,501.679535,199.103806,440.453186,229.060852,-135.575775,458.945831,290.700684,-92.854256,289.431061,390.408661,101.063232,210.642136,554.807068,258.901825,18.849281,280.401276,58.181911,-0.366884,279.514465,49.190994
33,1.100000,98.903557,230.400925,4.004915,91.713753,227.359680,-4.950590,26.172213,408.003265,238.420258,-98.191399,480.214905,198.724457,-121.385681,500.387238,198.765289,440.561127,232.397598,-133.121246,457.966339,294.178345,-91.848892,288.355286,391.636108,99.667038,211.059006,554.721680,258.846832,17.769913,280.349457,58.340069,-1.462703,279.534821,49.434536
34,1.133333,98.380653,231.360168,4.362626,91.258408,228.543884,-4.768336,26.841509,407.686371,238.672012,-97.653351,479.234863,198.036850,-120.823395,499.494446,197.766434,440.403900,234.649338,-131.994217,457.914764,295.940460,-89.700996,285.910828,393.854218,102.537216,212.009125,553.874390,259.633514,16.801682,280.686981,58.240925,-2.492600,279.819977,49.490971
35,1.166667,97.880600,231.734940,4.599319,90.802025,228.661758,-4.387761,27.421917,407.354065,238.747284,-97.241280,478.367126,197.429565,-120.487007,498.591370,196.879410,441.599335,237.803833,-127.651810,457.414551,299.657898,-87.200882,284.750214,395.354614,101.524857,213.254150,553.017395,260.811707,16.136942,280.894592,57.956520,-3.258783,279.877350,49.530849
36,1.200000,97.462799,232.624741,4.871277,90.367035,229.461029,-4.223842,27.867599,407.059113,238.999237,-96.891785,477.434113,196.874298,-120.242279,497.333252,196.360626,440.682831,238.952499,-128.205765,457.123047,300.051422,-86.723885,283.308228,396.608765,102.529648,213.629944,552.373169,261.465149,15.273009,280.993713,58.068314,-4.082437,280.158295,49.568081
37,1.233333,96.965721,233.432480,5.462701,90.045975,230.566330,-3.913633,28.290468,406.937988,239.259918,-96.571495,476.312836,196.034714,-120.007835,496.269867,195.117538,440.756073,241.900467,-126.358253,456.780029,302.799866,-84.673599,281.315918,398.801880,103.911636,214.361160,552.175903,262.058838,14.491849,281.599030,57.904739,-4.999962,280.517426,49.710979
38,1.266667,96.580902,234.906357,6.076067,89.629852,231.680252,-3.135619,28.556471,407.027130,239.427505,-96.516609,475.629211,195.670837,-120.040062,495.584320,194.556259,441.207794,246.991623,-122.673866,455.896301,308.384460,-81.659645,279.084839,401.401123,105.198067,214.431686,552.141357,263.326782,13.434113,281.994965,58.034569,-6.082851,280.920532,49.930340
39,1.300000,96.058846,236.225647,6.913280,89.172394,232.803802,-2.245719,28.789446,407.143005,239.842239,-96.424011,474.997528,195.328156,-120.013512,494.881653,194.028854,441.510712,252.693298,-118.980423,455.455139,313.506531,-77.550964,276.450745,404.420502,107.567780,214.266571,552.597595,263.995911,12.363521,282.648407,58.155933,-7.157323,281.594543,50.125721
40,1.333333,95.516258,237.743088,7.847035,88.835411,234.532883,-1.571728,29.256506,407.229004,240.438141,-96.101364,474.123199,194.542755,-119.832397,493.608917,193.107483,441.736023,256.752808,-115.770370,454.758728,317.254211,-75.200005,274.068939,407.972290,108.104073,214.852295,552.640747,265.130493,11.380561,283.529999,58.457626,-8.182920,282.576599,50.361546
41,1.366667,95.143562,238.963577,8.602639,88.384689,235.450058,-0.656076,29.799740,407.523773,240.743164,-95.728119,473.345306,193.912781,-119.687836,492.516357,192.415558,442.030060,260.074860,-112.500496,454.201447,320.846527,-72.418747,271.925964,410.863525,108.778976,215.352325,552.716492,266.758728,10.553901,284.223450,58.718506,-9.050327,283.222046,50.809784
42,1.400000,94.527138,239.597382,9.218172,87.937660,236.353180,-0.295456,30.062349,407.560089,241.048416,-95.559883,472.639160,193.362534,-119.580887,491.877533,191.741287,442.120148,261.912781,-109.812469,453.870636,322.403168,-70.166298,270.695160,412.382416,109.477859,215.962479,552.186584,268.347229,9.884608,284.953094,58.722889,-9.739962,284.036346,50.880825
43,1.433333,93.892944,240.405075,10.123486,87.334785,237.000946,0.670126,30.339287,408.003296,241.338226,-95.537292,471.805817,193.011536,-119.560722,491.221130,190.746552,441.760529,261.903748,-108.608330,453.646637,322.498901,-68.787048,268.730835,414.990997,109.482071,216.593872,552.105286,269.005066,9.016973,285.601471,59.053833,-10.642164,284.815094,51.211407
44,1.466667,93.332504,240.623093,10.499180,86.706284,237.001160,1.210264,30.745180,408.250641,241.306686,-95.369286,471.428711,192.407043,-119.354050,490.585754,190.119476,441.852753,263.821838,-105.670959,452.632263,324.641663,-67.422821,267.938995,416.202606,108.098793,216.550278,552.642334,269.290283,8.338189,285.773529,59.326996,-11.265955,284.952026,51.557560
45,1.500000,92.645561,240.639191,10.716034,86.099380,237.306213,1.213683,30.946857,408.334656,241.328506,-95.214302,471.250793,192.090576,-119.410362,490.276489,189.924332,440.870178,263.462830,-106.212616,452.303497,323.547150,-67.247581,267.139008,416.397369,108.651131,217.175003,552.758545,268.422577,7.822602,285.947205,59.353275,-11.885612,285.176727,51.643581
46,1.533333,92.082100,241.082169,10.952289,85.454834,237.412994,1.664711,31.238800,408.588318,241.208984,-95.194199,470.515656,191.486435,-119.487915,489.235840,189.318146,440.161377,262.166992,-107.004242,451.703064,322.662048,-68.194824,266.515259,416.818451,108.315323,217.525330,553.059814,267.275360,7.003203,285.940643,59.636826,-12.673973,285.133911,52.006580
47,1.566667,91.527733,241.518997,11.586469,85.049545,237.936768,2.175280,31.612288,408.609985,241.131866,-95.097855,469.147491,190.741592,-119.452759,487.803009,188.280945,439.618256,265.765900,-105.578552,450.678497,326.135834,-66.457123,264.125610,419.128601,108.679306,217.438248,553.750549,266.467957,6.198390,285.969910,59.730721,-13.579601,285.118195,52.249474
48,1.600000,91.050873,241.792786,11.900072,84.492088,238.087265,2.527334,31.877886,408.450806,240.919601,-95.021881,468.487549,190.249344,-119.331078,487.172272,187.626419,439.836090,270.163788,-101.783630,449.919342,329.851257,-63.395172,263.242157,419.310150,109.171013,217.559982,553.561096,266.558105,5.428750,285.813416,59.699459,-14.355199,284.907745,52.346527
49,1.633333,90.484184,242.118286,12.460758,84.111458,238.679352,2.875891,32.221157,408.062775,241.092712,-94.576942,467.839539,189.760300,-119.103622,486.327484,187.281845,439.576752,270.686279,-100.484993,449.972626,329.654388,-61.370495,261.805359,419.789398,111.448250,218.039032,552.935608,266.274445,4.554955,285.671021,59.862881,-15.168941,285.105743,52.355019
50,1.666667,90.100685,242.828644,13.270516,83.690353,239.098282,3.850757,32.555153,407.770538,241.478226,-94.251579,466.876953,189.672150,-118.664497,485.393219,186.833130,440.120605,271.514160,-96.957901,449.234802,331.822693,-59.185970,259.924866,421.135956,112.409958,219.145950,551.661499,267.485626,3.824378,285.918549,60.020378,-16.053761,284.921875,53.015610
51,1.700000,89.795212,242.861557,13.831808,83.517395,239.439850,4.183140,32.681175,407.166809,241.819962,-94.019493,466.477814,189.556198,-118.486588,485.032867,186.735382,440.487335,276.405670,-92.469551,449.293121,335.446503,-53.054440,259.761505,418.883148,116.664932,219.138611,551.401245,268.902313,3.172891,285.286469,60.471775,-16.667122,284.378082,53.373581
52,1.733333,89.738731,243.410324,14.435861,83.527161,239.954910,4.767024,32.609573,406.769653,242.224182,-93.976906,465.955017,189.669662,-118.534065,484.187683,187.102066,440.526794,279.171021,-89.876572,450.162537,334.789215,-49.475327,259.718842,417.085785,121.597725,218.958145,550.625305,270.142548,2.808764,285.412231,60.534355,-17.060377,284.607025,53.403831
53,1.766667,89.700951,243.944595,15.081327,83.559837,240.497772,5.336305,32.364265,406.659363,242.619156,-94.148056,465.727936,189.801834,-118.690178,484.008484,186.981888,442.064697,277.880371,-85.537331,449.901520,336.750031,-47.510540,257.414581,420.178528,120.840714,219.217850,549.956543,271.568176,2.325025,285.377411,60.924309,-17.464565,284.631714,53.799553
54,1.800000,89.753777,244.652664,15.608186,83.683922,241.240692,5.827264,32.075924,406.747101,242.885773,-94.481873,465.482422,190.027786,-118.912773,484.105499,186.746780,441.941833,281.159485,-84.290985,449.509247,339.390808,-45.682274,257.460876,420.466125,121.296692,218.493973,550.262451,273.057922,2.135881,285.718933,61.080978,-17.686975,284.883484,53.933880
55,1.833333,89.719612,245.711853,16.941938,83.726791,242.086166,7.211689,31.920406,406.883179,243.362701,-94.652794,465.058624,189.823944,-119.163368,483.386078,186.739502,441.399078,284.625763,-83.554161,449.577637,341.628632,-43.010616,255.047150,422.551880,125.391396,218.038071,550.821594,273.530762,1.577964,286.347900,61.321266,-18.313269,285.388794,54.264217
56,1.866667,89.810753,247.543976,18.213257,83.910393,244.079208,8.239607,31.919125,407.226715,243.823227,-94.729439,464.568329,189.813782,-119.308350,482.814850,186.463684,443.502747,288.897980,-74.623726,449.360840,347.494446,-36.069916,252.256073,426.004547,127.070564,217.808380,551.058777,274.844360,0.863535,286.959259,61.657246,-18.978750,285.933167,54.690102
57,1.900000,89.702263,249.450211,19.454550,84.028305,246.022476,9.321749,32.123707,407.322815,244.392944,-94.471832,464.131317,189.464386,-119.235291,482.181946,186.098557,443.877319,297.284729,-68.313431,448.768005,354.629333,-29.154299,250.146591,428.358795,131.184021,217.376404,551.724976,276.603058,0.056288,287.557007,62.020493,-19.756382,286.567657,55.150543
58,1.933333,89.669945,251.187439,20.526554,83.956070,247.241287,10.600170,32.355728,407.759552,244.773376,-94.397583,463.641541,189.193390,-119.145462,481.728729,185.346786,443.434296,304.438568,-64.659851,447.396393,361.048828,-25.871050,247.354065,431.265320,133.687958,217.749527,551.868591,278.682800,-0.515405,288.285675,62.350929,-20.413994,287.206207,55.549278
59,1.966667,89.567398,252.789108,21.468924,83.949287,248.994858,11.344619,32.467548,408.518982,244.973816,-94.403824,463.313690,188.844193,-119.384674,481.078949,184.975510,443.477905,307.831146,-61.984219,446.576904,364.976196,-24.329853,245.738525,434.063599,133.925629,217.787277,552.392029,280.092377,-1.111441,289.077179,62.687641,-20.980303,287.918213,55.951756
60,2.000000,89.157761,254.943634,22.395229,83.689362,251.068146,12.329229,32.461926,409.357361,245.254425,-94.620163,463.032318,188.151825,-119.609619,480.509399,184.375809,443.060516,311.765686,-60.218838,446.065582,368.572418,-22.099972,243.224411,437.144745,136.024170,217.199753,553.907959,280.432922,-2.011310,290.247406,62.959820,-21.863892,289.006958,56.321503
61,2.033333,88.582512,257.682404,23.991076,83.292664,253.763504,13.797221,32.347118,410.521973,245.465332,-95.015244,462.331970,187.675461,-120.327301,479.449921,183.427429,442.449158,318.364655,-56.156792,444.228271,375.827881,-18.014009,238.982071,442.296265,137.880295,216.738464,555.413574,281.589508,-3.285357,291.628235,63.318954,-23.260511,290.218475,56.863342
62,2.066667,87.993286,260.866302,25.561428,82.902260,256.760620,15.355728,32.183712,411.557831,245.609848,-95.703178,461.428589,187.192184,-121.043480,478.583344,182.438782,441.561890,329.425903,-48.815762,441.664490,386.531036,-10.588901,234.384109,447.476074,141.518616,215.365585,557.795532,282.171295,-4.781431,293.089600,63.431053,-24.715906,291.462006,57.250565
63,2.100000,87.350128,264.153656,26.849092,82.406654,259.917511,16.496901,32.053116,412.294525,245.818710,-95.933151,460.517853,186.237534,-121.510910,477.229126,181.530212,440.688080,341.063965,-39.858471,438.885498,397.305695,-3.254919,229.518372,452.777863,144.453781,214.428665,559.199890,283.582184,-6.277037,294.490479,63.509754,-26.119694,293.032013,57.265896
64,2.133333,86.704964,267.312714,28.061552,81.937294,262.991364,17.685839,32.075806,413.236725,245.938721,-96.248322,459.126099,185.394241,-122.003082,475.637268,180.132889,439.436401,350.232086,-34.587090,436.479553,405.562775,1.037740,225.365067,457.856628,146.247055,214.373260,559.803345,285.816162,-7.500638,296.341705,63.471100,-27.411831,294.567719,57.452991
